ID,PID,Hours,Amount,Phase Bill Count,DeliveryMethod,Status,Division,Unit,Sponsor,Phase,ActualDuration,ProjectDuration,PlanningDuration,DesignDuration,ProcurementDuration,ConstructionDuration,CloseOutDuration,Monthly FTE
LQQ122-BL-Procurement,LQQ122-BL,728.0,120779.06000000003,136,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Procurement,15.77,2922.0,919.0,420.0,489.0,370.0,724.0,0.33
LQQ122-BL-Construction,LQQ122-BL,1379.0,229334.50000000044,208,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Construction,12.48,2922.0,919.0,420.0,489.0,370.0,724.0,0.79
LQQ122LRC-Initiation,LQQ122LRC,29.5,4263.34,7,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Initiation,2.48,1001.0,77.0,39.0,413.0,107.0,365.0,0.08
LQQ122LRC-Design,LQQ122LRC,22.75,3287.8300000000004,6,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Design,1.26,1001.0,77.0,39.0,413.0,107.0,365.0,0.13
LQQ122LRC-Procurement,LQQ122LRC,274.0,40634.619999999995,35,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Procurement,13.32,1001.0,77.0,39.0,413.0,107.0,365.0,0.15
LQQ122LRC-Construction,LQQ122LRC,193.25,28223.49,21,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Construction,3.45,1001.0,77.0,39.0,413.0,107.0,365.0,0.4
LQQ122LRC-Closeout,LQQ122LRC,193.75,27372.8,29,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Closeout,11.77,1001.0,77.0,39.0,413.0,107.0,365.0,0.12
SANDY5-03-Initiation,SANDY5-03,170.0,24568.399999999998,19,1.AllInHouse,Completed,PUBLIC BUILDINGS,POLICE,Parks & Recreation,Initiation,4.6,446.0,,,,251.0,180.0,0.26
SANDY5-03-Construction,SANDY5-03,1406.8333333333333,205602.24000000002,93,1.AllInHouse,Completed,PUBLIC BUILDINGS,POLICE,Parks & Recreation,Construction,8.1,446.0,,,,251.0,180.0,1.24
SANDY5-03-Closeout,SANDY5-03,102.25,15586.989999999994,21,1.AllInHouse,Completed,PUBLIC BUILDINGS,POLICE,Parks & Recreation,Closeout,3.22,446.0,,,,251.0,180.0,0.23
SANDPOLMU-Procurement,SANDPOLMU,142.5,20594.100000000002,11,1.AllInHouse,Completed,PUBLIC BUILDINGS,POLICE,Police,Procurement,2.65,726.0,35.0,22.0,82.0,222.0,365.0,0.38
SANDPOLMU-Construction,SANDPOLMU,1042.25,148975.16000000003,59,1.AllInHouse,Completed,PUBLIC BUILDINGS,POLICE,Police,Construction,7.16,726.0,35.0,22.0,82.0,222.0,365.0,1.04
SANDPOLMU-Closeout,SANDPOLMU,655.5,99279.27999999998,79,1.AllInHouse,Completed,PUBLIC BUILDINGS,POLICE,Police,Closeout,11.77,726.0,35.0,22.0,82.0,222.0,365.0,0.4
PV279-CC3-Initiation,PV279-CC3,660.0,96678.87,57,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Initiation,61.18,770.0,,,,223.0,180.0,0.08
PV279-CC3-Construction,PV279-CC3,1496.25,218403.49999999994,78,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Construction,7.29,770.0,,,,223.0,180.0,1.47
PV279-CC3-Closeout,PV279-CC3,211.5,30587.179999999997,21,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,CULTURALS,Cultural Affairs,Closeout,5.98,770.0,,,,223.0,180.0,0.25
LQD122SU2-Design,LQD122SU2,294.5,42531.86,27,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Design,6.16,694.0,45.0,191.0,194.0,264.0,180.0,0.34
LQD122SU2-Procurement,LQD122SU2,269.0,39657.62,31,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Procurement,6.26,694.0,45.0,191.0,194.0,264.0,180.0,0.31
LQD122SU2-Construction,LQD122SU2,492.25,73138.38000000002,51,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Construction,8.52,694.0,45.0,191.0,194.0,264.0,180.0,0.41
LQD122SU2-Closeout,LQD122SU2,38.5,5567.870000000001,4,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-QBPL,Closeout,5.06,694.0,45.0,191.0,194.0,264.0,180.0,0.05
CO281FA-Design,CO281FA,460.0,65891.76999999999,23,4.AllConsult,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Design,9.45,1162.0,12.0,293.0,129.0,728.0,180.0,0.35
CO281FA-Procurement,CO281FA,321.75,48270.329999999994,21,4.AllConsult,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Procurement,4.16,1162.0,12.0,293.0,129.0,728.0,180.0,0.55
CO281FA-Construction,CO281FA,2472.75,364223.6299999999,153,4.AllConsult,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Construction,23.48,1162.0,12.0,293.0,129.0,728.0,180.0,0.75
CO281FA-Closeout,CO281FA,247.25,35969.930000000015,20,4.AllConsult,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Closeout,5.06,1162.0,12.0,293.0,129.0,728.0,180.0,0.35
LBC12EPRF-Initiation,LBC12EPRF,57.0,8230.320000000002,10,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-BPL,Initiation,6.97,2259.0,216.0,143.0,592.0,328.0,980.0,0.06
LBC12EPRF-Design,LBC12EPRF,373.75,56155.3,24,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-BPL,Design,4.61,2259.0,216.0,143.0,592.0,328.0,980.0,0.58
LBC12EPRF-Procurement,LBC12EPRF,429.75,64107.08,76,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-BPL,Procurement,19.1,2259.0,216.0,143.0,592.0,328.0,980.0,0.16
LBC12EPRF-Construction,LBC12EPRF,456.75,66447.98999999999,49,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-BPL,Construction,4.35,2259.0,216.0,143.0,592.0,328.0,980.0,0.75
LBC12EPRF-Closeout,LBC12EPRF,240.91666666666666,35093.619999999995,37,1.AllInHouse,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-BPL,Closeout,5.52,2259.0,216.0,143.0,592.0,328.0,980.0,0.31
PW357EXTR-Construction,PW357EXTR,7095.333333333334,1038781.9299999998,185,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,24.61,3516.0,56.0,910.0,234.0,763.0,1553.0,2.06
PW357EXTR-Closeout,PW357EXTR,1041.0,150810.35,21,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,5.52,3516.0,56.0,910.0,234.0,763.0,1553.0,1.35
PO79FDESK-Construction,PO79FDESK,3333.7,487360.03999999946,383,1.AllInHouse,Completed,PUBLIC BUILDINGS,POLICE,Police,Construction,34.29,1788.0,,,,1064.0,180.0,0.69
PO79FDESK-Closeout,PO79FDESK,1282.3333333333335,186553.85000000006,104,1.AllInHouse,Completed,PUBLIC BUILDINGS,POLICE,Police,Closeout,5.52,1788.0,,,,1064.0,180.0,1.66
PO79FDESK-Initiation,PO79FDESK,1125.75,170679.51999999996,143,1.AllInHouse,Completed,PUBLIC BUILDINGS,POLICE,Police,Initiation,20.24,1788.0,,,,1064.0,180.0,0.4
CO283ELEV-Design,CO283ELEV,7.0,1011.64,1,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Design,0.26,1888.0,4.0,8.0,7.0,748.0,1121.0,0.19
CO283ELEV-Construction,CO283ELEV,476.5,69672.03,94,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,24.13,1888.0,4.0,8.0,7.0,748.0,1121.0,0.14
CO283ELEV-Closeout,CO283ELEV,241.5,36483.409999999996,72,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,36.16,1888.0,4.0,8.0,7.0,748.0,1121.0,0.05
PW266GEN-Procurement,PW266GEN,13.0,1878.76,1,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Procurement,1.58,2282.0,18.0,70.0,49.0,1078.0,1067.0,0.06
PW266GEN-Construction,PW266GEN,1406.25,205297.93999999992,103,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,34.77,2282.0,18.0,70.0,49.0,1078.0,1067.0,0.29
PW266GEN-Closeout,PW266GEN,1226.75,192653.3100000003,186,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,31.94,2282.0,18.0,70.0,49.0,1078.0,1067.0,0.27
CO283FIRE-Design,CO283FIRE,9.0,1300.68,1,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Design,1.03,2383.0,28.0,32.0,10.0,1078.0,1235.0,0.06
CO283FIRE-Construction,CO283FIRE,1804.5,262702.83,136,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,34.77,2383.0,28.0,32.0,10.0,1078.0,1235.0,0.37
CO283FIRE-Closeout,CO283FIRE,233.25,34410.100000000006,20,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,5.98,2383.0,28.0,32.0,10.0,1078.0,1235.0,0.28
PW325DOF2-Construction,PW325DOF2,179.5,25941.34,7,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,3.0,93.0,,,,93.0,180.0,0.43
PW325DOF2-Closeout,PW325DOF2,102.0,14526.3,11,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,4.6,93.0,,,,93.0,180.0,0.16
PW325DOF2-Initiation,PW325DOF2,255.75,38748.169999999984,83,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Initiation,51.52,93.0,,,,93.0,180.0,0.04
PW7780ELC-Construction,PW7780ELC,6004.5,877432.1799999997,347,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,38.42,2356.0,18.0,73.0,27.0,1191.0,1047.0,1.12
PW7780ELC-Closeout,PW7780ELC,676.0,102722.81,51,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,5.52,2356.0,18.0,73.0,27.0,1191.0,1047.0,0.87
PW7780ELV-Construction,PW7780ELV,1475.5,217189.0300000001,115,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,16.74,2297.0,30.0,61.0,27.0,519.0,1660.0,0.63
PW7780ELV-Closeout,PW7780ELV,649.5,95746.68000000001,110,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,52.74,2297.0,30.0,61.0,27.0,519.0,1660.0,0.09
PW79EXTRC-Construction,PW79EXTRC,487.0,70381.24,14,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,4.84,150.0,,,,150.0,180.0,0.72
PW79EXTRC-Closeout,PW79EXTRC,126.0,18050.819999999992,24,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,5.52,150.0,,,,150.0,180.0,0.16
PW79EXTRC-Initiation,PW79EXTRC,31.5,4739.299999999999,18,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Initiation,12.42,150.0,,,,150.0,180.0,0.02
CO302ELEC-Construction,CO302ELEC,246.25,35588.05,12,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,4.87,149.0,,,,149.0,180.0,0.36
CO302ELEC-Closeout,CO302ELEC,120.25,17111.949999999997,13,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,5.52,149.0,,,,149.0,180.0,0.16
CO302ELEC-Initiation,CO302ELEC,38.25,5721.35,15,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Initiation,11.96,149.0,,,,149.0,180.0,0.02
CO293ELEC-Construction,CO293ELEC,1998.0,294233.6199999998,162,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,24.65,2402.0,18.0,53.0,47.0,869.0,1415.0,0.58
CO293ELEC-Closeout,CO293ELEC,408.5,59188.01,32,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,5.52,2402.0,18.0,53.0,47.0,869.0,1415.0,0.53
PW193ALM-Procurement,PW193ALM,7.0,1011.64,1,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Procurement,1.81,2402.0,9.0,70.0,56.0,502.0,1765.0,0.03
PW193ALM-Construction,PW193ALM,611.5,89188.81000000001,39,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,16.03,2402.0,9.0,70.0,56.0,502.0,1765.0,0.27
PW193ALM-Closeout,PW193ALM,153.25,22186.48,25,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,5.52,2402.0,9.0,70.0,56.0,502.0,1765.0,0.2
CO283CTSP-Procurement,CO283CTSP,91.75,13777.09,13,1.AllInHouse,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Procurement,4.9,2354.0,1.0,7.0,152.0,756.0,1438.0,0.13
CO283CTSP-Construction,CO283CTSP,4739.383333333333,696695.9800000008,345,1.AllInHouse,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Construction,24.39,2354.0,1.0,7.0,152.0,756.0,1438.0,1.39
CO283CTSP-Closeout,CO283CTSP,792.5,115292.90000000002,63,1.AllInHouse,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Closeout,5.52,2354.0,1.0,7.0,152.0,756.0,1438.0,1.03
CO294ELEC-Construction,CO294ELEC,1907.0,282331.4000000001,85,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,35.32,3529.0,14.0,423.0,191.0,1095.0,1806.0,0.39
CO294ELEC-Closeout,CO294ELEC,532.25,77460.84,45,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,5.98,3529.0,14.0,423.0,191.0,1095.0,1806.0,0.64
PW193CHIL-Initiation,PW193CHIL,96.0,14436.159999999998,27,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Initiation,49.68,611.0,,,,592.0,180.0,0.01
PW193CHIL-Construction,PW193CHIL,191.75,28128.36,38,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,19.58,611.0,,,,592.0,180.0,0.07
PW193CHIL-Closeout,PW193CHIL,4.5,650.79,3,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,1.84,611.0,,,,592.0,180.0,0.02
PW77GLDRS-Initiation,PW77GLDRS,173.0,27766.530000000002,22,1.AllInHouse,Active,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Initiation,2.0,1813.0,62.0,746.0,273.0,367.0,365.0,0.62
PW77GLDRS-Design,PW77GLDRS,1299.65,202374.5200000001,133,1.AllInHouse,Active,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Design,19.78,1813.0,62.0,746.0,273.0,367.0,365.0,0.47
CO281ELEC-Design,CO281ELEC,610.25,88193.32999999999,14,1.AllInHouse,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Design,23.26,3367.0,240.0,721.0,152.0,730.0,1524.0,0.19
CO281ELEC-Procurement,CO281ELEC,387.0,55651.94999999999,17,1.AllInHouse,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Procurement,4.9,3367.0,240.0,721.0,152.0,730.0,1524.0,0.56
CO281ELEC-Construction,CO281ELEC,1834.75,270175.75999999995,118,1.AllInHouse,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Construction,23.55,3367.0,240.0,721.0,152.0,730.0,1524.0,0.56
CO281ELEC-Closeout,CO281ELEC,253.0,36806.44,16,1.AllInHouse,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Closeout,5.52,3367.0,240.0,721.0,152.0,730.0,1524.0,0.33
PW193DCPS-Initiation,PW193DCPS,691.9166666666667,101816.41999999998,91,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Initiation,68.08,127.0,,,,0.0,180.0,0.07
PW193DCPS-Closeout,PW193DCPS,162.0,22977.870000000003,18,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,3.68,127.0,,,,0.0,180.0,0.31
CO281BOIL-Construction,CO281BOIL,587.75,85646.87000000001,46,1.AllInHouse,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Construction,26.87,886.0,,,,833.0,180.0,0.16
CO281BOIL-Closeout,CO281BOIL,331.25,50495.75000000001,25,1.AllInHouse,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Closeout,5.52,886.0,,,,833.0,180.0,0.43
CO281BOIL-Initiation,CO281BOIL,437.0,63864.32000000003,74,1.AllInHouse,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Initiation,22.54,886.0,,,,833.0,180.0,0.14
SANDELEC5-Initiation,SANDELEC5,11.0,1589.72,1,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,POLICE,Police,Initiation,4.13,2904.0,128.0,1636.0,598.0,460.0,82.0,0.02
SANDELEC5-Design,SANDELEC5,1727.9166666666665,261219.82000000015,216,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,POLICE,Police,Design,52.77,2904.0,128.0,1636.0,598.0,460.0,82.0,0.23
SANDELEC5-Procurement,SANDELEC5,750.7666666666667,125584.23999999998,85,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,POLICE,Police,Procurement,13.34,2904.0,128.0,1636.0,598.0,460.0,82.0,0.4
SANDELEC4-Initiation,SANDELEC4,446.75,64810.91000000001,55,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,POLICE,Police,Initiation,12.68,2786.0,393.0,1388.0,571.0,350.0,84.0,0.25
SANDELEC4-Design,SANDELEC4,2495.6666666666665,377005.70000000007,278,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,POLICE,Police,Design,44.77,2786.0,393.0,1388.0,571.0,350.0,84.0,0.4
SANDELEC4-Procurement,SANDELEC4,975.6333333333333,160578.70000000007,105,2.DsgnConsultOnly,Active,PUBLIC BUILDINGS,POLICE,Police,Procurement,12.88,2786.0,393.0,1388.0,571.0,350.0,84.0,0.54
PW326RE40-Construction,PW326RE40,1393.0,209739.07,70,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,6.9,214.0,,,,214.0,180.0,1.44
PW326RE40-Closeout,PW326RE40,581.0,87746.64,54,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,5.52,214.0,,,,214.0,180.0,0.75
PW326RE40-Initiation,PW326RE40,639.25,93230.38999999998,75,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Initiation,29.9,214.0,,,,214.0,180.0,0.15
CO305REHB-Construction,CO305REHB,6089.25,907987.47,433,1.AllInHouse,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Construction,81.29,4382.0,1.0,5.0,737.0,2520.0,1119.0,0.54
CO305REHB-Closeout,CO305REHB,1266.0833333333335,194098.10000000003,65,1.AllInHouse,Completed,PUBLIC BUILDINGS,COURTS,DCAS,Closeout,5.52,4382.0,1.0,5.0,737.0,2520.0,1119.0,1.64
PW357ELEV-Initiation,PW357ELEV,7.0,1067.08,5,4.AllConsult,Active,PUBLIC BUILDINGS,PARKS/DCAS,DCAS,Initiation,4.58,2676.0,142.0,974.0,668.0,527.0,365.0,0.01
PW357ELEV-Design,PW357ELEV,720.25,107425.92999999996,82,4.AllConsult,Active,PUBLIC BUILDINGS,PARKS/DCAS,DCAS,Design,31.4,2676.0,142.0,974.0,668.0,527.0,365.0,0.16
PW357ELEV-Procurement,PW357ELEV,826.5,127608.12999999996,100,4.AllConsult,Active,PUBLIC BUILDINGS,PARKS/DCAS,DCAS,Procurement,21.16,2676.0,142.0,974.0,668.0,527.0,365.0,0.28
PW325BC-Initiation,PW325BC,9.0,1300.68,1,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Initiation,0.68,1029.0,21.0,61.0,20.0,744.0,183.0,0.09
PW325BC-Design,PW325BC,52.0,7515.04,6,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Design,1.97,1029.0,21.0,61.0,20.0,744.0,183.0,0.19
PW325BC-Procurement,PW325BC,11.0,1589.72,1,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Procurement,0.65,1029.0,21.0,61.0,20.0,744.0,183.0,0.12
PW325BC-Construction,PW325BC,435.25,63212.46,69,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Construction,24.0,1029.0,21.0,61.0,20.0,744.0,183.0,0.13
PW325BC-Closeout,PW325BC,53.0,7690.879999999999,15,1.AllInHouse,Completed,PUBLIC BUILDINGS,HUMAN SERVICES,DCAS,Closeout,5.9,1029.0,21.0,61.0,20.0,744.0,183.0,0.06
LNEM13VNE-Initiation,LNEM13VNE,68.0,9891.729999999994,41,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,18.23,2220.0,565.0,368.0,262.0,343.0,682.0,0.03
LNEM13VNE-Design,LNEM13VNE,166.0,24068.409999999996,50,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Design,11.87,2220.0,565.0,368.0,262.0,343.0,682.0,0.1
LNEM13VNE-Procurement,LNEM13VNE,70.5,10256.34,18,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Procurement,6.19,2220.0,565.0,368.0,262.0,343.0,682.0,0.08
LNEM13VNE-Construction,LNEM13VNE,287.25,41102.06,66,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Construction,13.32,2220.0,565.0,368.0,262.0,343.0,682.0,0.15
LNEM13VNE-Closeout,LNEM13VNE,208.25,35488.04999999999,31,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Closeout,5.52,2220.0,565.0,368.0,262.0,343.0,682.0,0.27
LNEA13HPT-Initiation,LNEA13HPT,823.5,121507.36000000002,184,1.AllInHouse,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,46.46,2422.0,1408.0,313.0,166.0,535.0,180.0,0.13
LNEM13RVS-Initiation,LNEM13RVS,2.0,289.04,1,1.AllInHouse,Active,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,0.0,1325.0,299.0,361.0,261.0,404.0,180.0,inf
LNEM13MSH-Initiation,LNEM13MSH,55.0,8047.320000000004,38,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,18.23,1765.0,565.0,368.0,262.0,261.0,309.0,0.02
LNEM13MSH-Design,LNEM13MSH,136.5,19804.699999999993,47,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Design,11.87,1765.0,565.0,368.0,262.0,261.0,309.0,0.08
LNEM13MSH-Procurement,LNEM13MSH,85.0,12365.799999999997,27,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Procurement,6.19,1765.0,565.0,368.0,262.0,261.0,309.0,0.1
LNEM13MSH-Construction,LNEM13MSH,343.5,58612.99999999999,69,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Construction,10.68,1765.0,565.0,368.0,262.0,261.0,309.0,0.23
LNEM13MSH-Closeout,LNEM13MSH,222.5,34572.84,54,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Closeout,9.97,1765.0,565.0,368.0,262.0,261.0,309.0,0.16
LNEM13EDW-Initiation,LNEM13EDW,54.0,8001.160000000004,40,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,18.23,2220.0,565.0,338.0,292.0,327.0,698.0,0.02
LNEM13EDW-Design,LNEM13EDW,114.5,16606.29,44,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Design,11.87,2220.0,565.0,338.0,292.0,327.0,698.0,0.07
LNEM13EDW-Procurement,LNEM13EDW,80.5,11711.14,22,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Procurement,6.19,2220.0,565.0,338.0,292.0,327.0,698.0,0.09
LNEM13EDW-Construction,LNEM13EDW,264.0,42266.90999999999,67,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Construction,11.84,2220.0,565.0,338.0,292.0,327.0,698.0,0.16
LNEM13EDW-Closeout,LNEM13EDW,313.6833333333334,29143.009999999995,20,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Closeout,5.06,2220.0,565.0,338.0,292.0,327.0,698.0,0.44
LNEM13ALL-Initiation,LNEM13ALL,60.5,8878.120000000004,38,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,18.23,2275.0,565.0,338.0,292.0,877.0,203.0,0.02
LNEM13ALL-Design,LNEM13ALL,246.0,35729.170000000006,56,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Design,11.87,2275.0,565.0,338.0,292.0,877.0,203.0,0.15
LNEM13ALL-Procurement,LNEM13ALL,100.0,14547.999999999995,30,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Procurement,6.19,2275.0,565.0,338.0,292.0,877.0,203.0,0.12
LNEM13ALL-Construction,LNEM13ALL,455.25,70551.02000000008,130,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Construction,27.58,2275.0,565.0,338.0,292.0,877.0,203.0,0.12
LNEM13JMK-Initiation,LNEM13JMK,150.5,21825.320000000007,57,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Initiation,18.42,2441.0,567.0,463.0,591.0,308.0,512.0,0.06
LNEM13JMK-Design,LNEM13JMK,391.25,56819.94000000002,78,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Design,14.74,2441.0,567.0,463.0,591.0,308.0,512.0,0.19
LNEM13JMK-Procurement,LNEM13JMK,728.0,107648.13000000003,124,2.DsgnConsultOnly,Completed,PUBLIC BUILDINGS,LIBRARIES,Libraries-NYPL,Procurement,19.13,2441.0,567.0,463.0,591.0,308.0,512.0,0.27
